patch_size,family,operation,precision_variant,observations,exact_equal_count,divergent_count,mean_fraction_unequal,max_fraction_unequal,mean_max_abs_diff,max_max_abs_diff,mean_max_rel_diff,max_max_rel_diff,total_num_unequal,total_num_elements,exact_equal_rate,divergent_rate,global_unequal_element_rate
25.0,patch_reduction,patch_norm_l1_b_25,fp32,30,12,18,0.35031,0.58385,4.57763671875e-06,7.62939453125e-06,2.3627249424898897e-07,3.9378756794927543e-07,420372,1200000,0.4,0.6,0.35031
25.0,patch_reduction,patch_norm_l1_c_25,fp32,30,12,18,0.35113500000000003,0.585225,4.57763671875e-06,7.62939453125e-06,2.454921503885016e-07,4.0915366768416365e-07,421362,1200000,0.4,0.6,0.351135
25.0,patch_reduction,patch_norm_l1_d_25,fp32,30,12,18,0.34945499999999996,0.582425,4.57763671875e-06,7.62939453125e-06,2.2047078596733588e-07,3.674513774557924e-07,419346,1200000,0.4,0.6,0.349455
25.0,patch_reduction,patch_norm_l1_mul_ab_25,fp32,30,12,18,0.3612,0.602,4.57763671875e-06,7.62939453125e-06,2.5872295213238505e-07,4.3120501318948336e-07,433440,1200000,0.4,0.6,0.3612
25.0,patch_reduction,patch_norm_l1_mul_cd_25,fp32,30,12,18,0.36483000000000004,0.60805,4.57763671875e-06,7.62939453125e-06,2.2658660757590863e-07,3.7764441726747376e-07,437796,1200000,0.4,0.6,0.36483
25.0,patch_reduction,patch_norm_l2_a_25,fp32,30,12,18,0.153105,0.255175,5.7220458984375e-07,9.5367431640625e-07,1.2197550304984625e-07,2.0329252574699837e-07,183726,1200000,0.4,0.6,0.153105
25.0,patch_reduction,patch_norm_l2_b_25,fp32,30,12,18,0.15385500000000002,0.256425,5.7220458984375e-07,9.5367431640625e-07,1.1580009275587537e-07,1.9300017321765545e-07,184626,1200000,0.4,0.6,0.153855
25.0,patch_reduction,patch_norm_l2_c_25,fp32,30,12,18,0.152475,0.254125,5.7220458984375e-07,9.5367431640625e-07,1.189994408017956e-07,1.983324210041967e-07,182970,1200000,0.4,0.6,0.152475
25.0,patch_reduction,patch_norm_l2_d_25,fp32,30,12,18,0.152145,0.253575,5.7220458984375e-07,9.5367431640625e-07,1.313720364110752e-07,2.1895341798875301e-07,182574,1200000,0.4,0.6,0.152145
25.0,patch_reduction,patch_norm_l2_mul_ab_25,fp32,30,12,18,0.168345,0.280575,1.1444091796875e-06,1.9073486328125e-06,1.320713475833931e-07,2.2011893686515635e-07,202014,1200000,0.4,0.6,0.168345
25.0,patch_reduction,patch_norm_l2_mul_cd_25,fp32,30,12,18,0.17037,0.28395,1.1444091796875e-06,1.9073486328125e-06,1.2361670333618952e-07,2.0602786011738439e-07,204444,1200000,0.4,0.6,0.17037
25.0,patch_reduction,patch_std_a_25,fp32,30,12,18,0.188895,0.314825,1.430511474609375e-07,2.384185791015625e-07,1.2138689381661357e-07,2.0231151015932538e-07,226674,1200000,0.4,0.6,0.188895
25.0,patch_reduction,patch_std_b_25,fp32,30,12,18,0.185175,0.308625,7.152557373046875e-08,1.1920928955078125e-07,9.731439043847253e-08,1.6219066388369113e-07,222210,1200000,0.4,0.6,0.185175
25.0,patch_reduction,patch_std_c_25,fp32,30,12,18,0.186345,0.310575,7.152557373046875e-08,1.1920928955078125e-07,9.821357688117942e-08,1.636893081990583e-07,223614,1200000,0.4,0.6,0.186345
25.0,patch_reduction,patch_std_d_25,fp32,30,12,18,0.18913499999999997,0.315225,1.430511474609375e-07,2.384185791015625e-07,1.0410162122659896e-07,1.735027170959254e-07,226962,1200000,0.4,0.6,0.189135
25.0,patch_reduction,patch_std_mul_ab_25,fp32,30,12,18,0.188175,0.313625,1.430511474609375e-07,2.384185791015625e-07,1.174914977767193e-07,1.9581918213377113e-07,225810,1200000,0.4,0.6,0.188175
25.0,patch_reduction,patch_std_mul_cd_25,fp32,30,12,18,0.19018500000000002,0.316975,1.430511474609375e-07,2.384185791015625e-07,1.2622022083700345e-07,2.1036705685548373e-07,228222,1200000,0.4,0.6,0.190185
25.0,patch_reduction,patch_sum_a_25,fp32,30,12,18,0.40194,0.6699,2.288818359375e-06,3.814697265625e-06,0.0015056485434692258,0.002512562814070352,482328,1200000,0.4,0.6,0.40194
25.0,patch_reduction,patch_sum_b_25,fp32,30,12,18,0.40080000000000005,0.668,2.288818359375e-06,3.814697265625e-06,0.0029055860419304907,0.0048543689320388345,480960,1200000,0.4,0.6,0.4008
25.0,patch_reduction,patch_sum_c_25,fp32,30,12,18,0.40083,0.66805,1.71661376953125e-06,2.86102294921875e-06,0.0010365685822585834,0.001729106628242075,480996,1200000,0.4,0.6,0.40083
25.0,patch_reduction,patch_sum_d_25,fp32,30,12,18,0.40330499999999997,0.672175,2.288818359375e-06,3.814697265625e-06,0.031325665859564165,0.05357142857142857,483966,1200000,0.4,0.6,0.403305
25.0,patch_reduction,patch_sum_fp64_mul_cd_25,fp64,30,12,18,1.5000000000000002e-05,2.5e-05,1.3322676295501878e-16,2.220446049250313e-16,1.6529014884310116e-16,2.7548358140516863e-16,18,1200000,0.4,0.6,1.5e-05
25.0,patch_reduction,patch_sum_mul_ab_25,fp32,30,12,18,0.40134000000000003,0.6689,2.288818359375e-06,3.814697265625e-06,0.0009026633661806653,0.0015055706112616681,481608,1200000,0.4,0.6,0.40134
